Assignment Fulfillment Entity 1,Assignment Fulfillment Entity 2,Role Demand type,Career Track,Location Radius,Source Location,Project Metro City,Project Supervising Entity,Sold,Client Contract Based,Assignment Title,Description,Requested Start Date,End Date,Status,Career Level From,Career Level To,Talent Segment,Assigned Role,Assignment Primary Specialization Level 1,Assignment Primary Specialization Level 2,Assignment Primary Specialization Level 3,Assignment Primary Specialization Level 4,Quadrant 1,Quadrant 2
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,SEO Chapters - CRM - Senior Tech Lead,"CRM
Salesforce, Cloudsense, Shield, Marketing Cloud, CPQ",2020-02-10T00:00,2020-07-03T00:00,Open - In Process,8,7,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Salesforce,Salesforce Platform Development,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,SEO Chapters - CRM - Junior Test Automation Engineer,"DevOps, CI/CD, Salesforce, Cloudsense, Shield, Marketing Cloud, CPQ",2020-04-27T00:00,2020-10-30T00:00,Open - In Process,8,7,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Salesforce,Salesforce Platform Development,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Products ,Yes,No,PowerBI Integration Architect,"Provide functional and/or technical expertise to plan, analyze, define and support the delivery of future functional and technical capabilities for an application or group of applications. Assist in facilitating impact assessment efforts and in producing and reviewing estimates for client work requests.",2020-02-17T00:00,2020-02-21T00:00,Open - Need Project Feedback,8,7,Technology Architecture                 ,Application Architect,Technology,Technology Specialization L2,Architecture,Architecture Strategy,0,0
Financial Services , FS AAPAC OU ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Financial Services ,Yes,Yes,IT Controls Scrum Master / Business Analyst,"Project management to coordinate and drive delivery, engage with business stakeholders, provide progress updates, escalate blockers and impediments impacting delivery",2020-02-11T00:00,2020-06-30T00:00,Open - Confirming Candidate,8,7,Software Engineering                    ,Scrum Master,Function,No Function Category,No Function Specialization,,0,0
Financial Services , FS AAPAC OU ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Financial Services ,Yes,No,SAP CRM Scrum Master / Business Analyst,"Project management to coordinate and drive delivery, engage with business stakeholders, provide progress updates, escalate blockers and impediments impacting delivery",2020-02-24T00:00,2020-12-31T00:00,Open - New,8,7,Software Engineering                    ,Scrum Master,Function,No Function Category,No Function Specialization,,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Town,Sydney,Canberra,Health & Public Service ,Yes,No,Build Lead,"An Oracle Stack expert preferably with health background
we are currently using OSB, OID, OAM, OHS, HDR, RLS, OES, Exadata, AEM, to name a few, and the role is to help the guys offshore with the issues they have with all these products",2020-02-17T00:00,2020-12-31T00:00,Open - Need Project Feedback,8,7,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Oracle,Oracle Database Administration,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Atlanta,Atlanta,Health & Public Service ,Yes,Yes,Java Enterprise Edition-8-Bengaluru,"Lead the effort to design, build and configure applications, acting as the primary point of contact.",2020-03-31T13:00,2020-12-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Lead,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Atlanta,Dallas,"Communications, Media & Technology ",Yes,No,Communication Order Management Solutions-8-Mumbai,"Drives the vision for the software product that is to be built and maintained. Serves as functional or client needs expert for software product. In an Agile environment, work with the Scrum Master and other project management to ensure stakeholder satisfaction and return on investment; has a significant role in quality and is the only team member empowered to accept stories as complete",2020-03-22T13:00,2021-03-25T13:00,Open - In Process,8,8,Software Engineering                    ,Product Owner,,,,,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Java Developer,"1-	Strong software development skills  with hands-on experience in Java  , SDLC ,Java EE , JDBC , Rest\ Soap service implementation and test
2-	Hands-on experience working with Java frameworks and libraries e.g.  Apache CXF, Spring Boot, etc.
3-	Fully familiar with (automation) testing approach and framework (TDD, BDD) e.g. Java Testing ( Junit) , Selenium , Spring Test
4-	Experience in developing web applications e.g. Spring MVC , Angular
5-	Solid experience using devops tools - CI/CD - Jenkins
6-	Fully familiar with Kafka implementation
7-	Fully familiar with build / task automation and configuration management framework and  associated scripting language e.g. PowerShell, maven, Bash 
8-	Hands-on experience working with containerization technology e.g. Docker
9-	Solid understanding of AWS environments and related technologies / services e.g. Fargate, EC2, RDS, Cloud Watch, etc.",2020-02-17T00:00,2020-06-30T00:00,Open - New,8,8,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Agile/DevOps,Agile Development,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Scrum Master,"Act as an enabler for the effective functioning of a software development team using Agile Methodology. Is also a custodian for the Agile process and ensures all scrum processes are used as intended. Protects the team, removes barriers to successful implementation, and keeps them focused on the task at hand. Helps the Product Owner maximize productivity. Maintain the backlog and release plans, publish reports to ensure the product owner is updated about the team's progress",2020-03-01T00:00,2020-06-30T00:00,Open - Confirming Candidate,8,8,Software Engineering                    ,Scrum Master,Technology,Technology Specialization L2,Agile/DevOps,Agile Development,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Chicago,Chicago,Other ,Yes,No,Microsoft Dynamics CRM Technical-8-Hyderabad,"Design, build and configure applications to meet business process and application requirements.",2020-04-05T13:00,2021-05-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Chicago,Chicago,Financial Services ,Yes,No,Selenium-8-Bengaluru,"Provide expertise in the planning, constructing and execution of test scripts. Apply business and functional knowledge including testing standards, guidelines, and testing methodology to meet the teams overall test objectives. Ensure all testing results are easily accessible and understandable. Track defects to closure and keep defect repository up-to-date.",2020-03-31T13:00,2020-12-30T13:00,Open - In Process,8,8,Software Engineering                    ,Tester,Technology,Technology Specialization L2,Testing,Test Automation,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Chicago,Chicago,Other ,Yes,No,IT Performance Optimization-8-Bengaluru,"Define the data requirements and structure for the application. Model and design the application data structure, storage and integration.",2020-03-01T13:00,2021-03-04T13:00,Open - In Process,8,8,Technology Architecture                 ,Data Architect,,,,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Chicago,Chicago,Health & Public Service ,Yes,No,Agile Methods (ADM for Distributed Agile Development)-8-Chennai,"Lead the effort to design, build and configure applications, acting as the primary point of contact.",2020-04-29T13:00,2021-01-26T13:00,Open - In Process,8,8,Software Engineering                    ,Application Lead,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Columbus,Columbus,Products ,Yes,No,SAP FI S/4 HANA Accounting-8-Pune,"Act as software detectives, provide a dynamic service identifying and solving issues within multiple components of critical business systems.",2020-02-16T13:00,2022-11-29T13:00,Open - In Process,8,8,Software Engineering                    ,Application Support Engineer,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Dallas,Dallas,Resources ,Yes,No,Application Developer,"Design, build and configure applications to meet business process and application requirements.",2020-03-22T13:00,2021-03-28T13:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Dublin,Dublin,Financial Services ,Yes,No,Business Analysis-8-Pune,Assist in defining requirements and designing applications to meet business process and application requirements.,2020-03-14T13:00,2021-03-30T13:00,Open - In Process,8,8,Business & Technology Integration       ,Application Designer,,,,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Dusseldorf,Dusseldorf,Products ,Yes,No,SAP PP Production Planning & Control Discrete Industries-8-Bengaluru,"Design, build and configure applications to meet business process and application requirements.",2020-02-29T13:00,2020-11-29T13:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,SAP,SAP Manufacturing,0,0
Accenture Technology , Advanced Technology Centers ,New,Client Delivery & Operations,Any Location Globally,Frankfurt,Frankfurt,Products ,Yes,Yes,Service Manager,"Lead the effort to design, build and configure applications, acting as the primary point of contact.",2020-03-31T13:00,2021-03-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Lead,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Houston,Houston,Resources ,Yes,Yes,HPE Operations Manager i-8-Pune,"Act as the ongoing interface between the client and the system or application. Dedicated to quality, using exceptional communication skills to keep our world class systems running. Can accurately define a client issue and can interpret and design a resolution based on deep product knowledge.",2020-01-19T13:00,2021-01-28T13:00,Open - Need Project Feedback,8,8,Information Technology Operations       ,SW/Application Tech Support Practitioner,,,,,0,0
Accenture Operations , Delivery ,New,Client Delivery & Operations,In Country,Melbourne,Sydney,Other ,Yes,No,Proc Ops Assoc Manager - INPEX,"Execute sourcing projects and/or provides support to strategic sourcing projects. Activities may focus on data management, supplier management or project management.",2020-02-15T00:00,2020-12-31T00:00,Open - In Process,8,8,Advisory                                ,Sourcing Execution Practitioner,Function,Function Specialization L2,Supply Chain & Operations,Sourcing & Procurement,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,ERP S/4 - IBP Consultant Consultant,Analyze and design new business processes. Identify and define detailed product requirements and use cases. Serve as a liaison to the business community and participate in user and task analysis to maintain the business community's perspective.,2020-03-09T00:00,2021-06-30T00:00,Open - New,8,8,Business & Technology Integration       ,Business Process Designer,Technology,Technology Specialization L2,SAP,SAP Inventory,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,ERP S/4 - CLM Consultant,"Analyze and design new business processes. Identify and define detailed product requirements and use cases. Serve as a liaison to the business community and participate in user and task analysis to maintain the business community's perspective.

The description has been defaulted based on the Assigned Role selected; modify as needed to indicate any project specific details",2020-03-02T00:00,2020-07-31T00:00,Open - New,8,8,Business & Technology Integration       ,Business Process Designer,Technology,Technology Specialization L2,SAP,SAP ECC Purchasing,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,ERP S/4 - Direct Procurement/MRP,"Analyze and design new business processes. Identify and define detailed product requirements and use cases. Serve as a liaison to the business community and participate in user and task analysis to maintain the business community's perspective.

The description has been defaulted based on the Assigned Role selected; modify as needed to indicate any project specific details",2020-03-02T00:00,2021-05-31T00:00,Open - Need Project Feedback,8,8,Business & Technology Integration       ,Business Process Designer,Technology,Technology Specialization L2,SAP,SAP ECC Purchasing,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,S/4 HANA API  developer 1 / UX Lead,"Mulesoft consultant 
Work directly with the client gathering requirements to align technology with business strategy and goals and. Experts internally and externally for their deep functional or industry expertise, domain knowledge, or offering expertise.

The description has been defaulted based on the Assigned Role selected; modify as needed to indicate any project specific details",2020-03-16T00:00,2021-06-30T00:00,Open - New,8,8,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,SAP,SAP Integration Architecture,0,0
Accenture Operations , Delivery ,New,Client Delivery & Operations,In Country,Melbourne,Sydney,Other ,Yes,No,POC&T Assoc. Manager - Cross,"Focus on growth and execution of a Procurement practice area. Work directly with customers with responsibility for delivering category management services including, but not limited to, strategic sourcing, client stakeholder management, supplier performance management, and continuous cost and performance improvement.",2020-02-15T00:00,2020-12-31T00:00,Open - Need Project Feedback,8,8,Advisory                                ,Procurement Practice Practitioner,Function,Function Specialization L2,Supply Chain & Operations,Sourcing & Procurement,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Financial Services ,Yes,No,Server Architect,"BRFT919 - Lead the definition, design and documentation of technical environments. Deploy solution architectures, conduct analysis of alternative architectures, create architectural standards, define processes to ensure conformance with standards, institute solution-testing criteria, define a solution's cost of ownership, and promote a clear and consistent business vision through technical architectures.",2020-01-24T00:00,2020-10-31T00:00,Open - In Process,8,8,Infrastructure                          ,Infrastructure Technical Architect,Function,No Function Category,No Function Specialization,,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,Functional Test Lead,"1.	To be able to independently manage stakeholders, communicate effectively, perform lead and manage activities for a team of 5-10 resources and be flexible to contribute as an individual contributor in doing all or a mix of below activities.
2.	Functional/manual testing experience (lead and managing) medium-large scale projects with multi-tier technology landscape.
3.	Must have delivered test strategy, test plan/approach and set-up test governance and reporting for various phases.
4.	Must have test management (strategy, planning, data set-up, optimization and execution) covering both Progression and Core regression testing across various ST, SIT, E2E and 3P (3rd Party) or external Vendors.
5.	Must have test management expertise as above – overseeing and managing UAT, NFT, BVT, Dress Rehearsals, Go-Live and Post Production Support.
6.	Must have defect management expertise across all above phases and should be able to manage defects either using Microfocus ALM and/or JIRA or qTest",2020-03-02T00:00,2021-07-30T00:00,Open - New,8,8,Software Engineering                    ,Test Lead,Technology,Technology Specialization L2,Salesforce,Salesforce Sales,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,"Communications, Media & Technology ",Yes,No,DAaaS Solution Designer,"Develop and execute activities related to end-to-end project management, including project plans and estimates, scoping and requirements through implementation and deployment. Proactively monitor, manage and report on execution of deliverables.",2020-02-10T00:00,2021-01-31T00:00,Open - Need Project Feedback,8,8,"Program, Project & Service Mgmt         ",Program/Project Manager,Function,No Function Category,No Function Specialization,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Melbourne,Melbourne,"Communications, Media & Technology ",Yes,No,Oracle Hyperion Financial Management (HFM)-8-New Delhi,"Act as software detectives, provide a dynamic service identifying and solving issues within multiple components of critical business systems.",2020-03-14T13:00,2020-11-29T13:00,Open - In Process,8,8,Software Engineering                    ,Application Support Engineer,Technology,Technology Specialization L2,Oracle,Oracle Hyperion,0,0
Products , PRD AAPAC OU ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,B2O/O2C Oracle GBS Tester (B2O) #1,"Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.",2020-02-10T00:00,2020-07-15T00:00,Open - Confirming Candidate,8,8,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Data Business Group,Data & Analytics Strategy,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Melbourne,Melbourne,"Communications, Media & Technology ",Yes,No,SEO Chapters - Data Interchange  - Senior Software Engineer,"Design, build and configure applications to meet business process and application requirements.",2020-03-01T13:00,2020-08-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Minneapolis,Minneapolis,Products ,Yes,No,HPE Loadrunner-8-Gurugram,"Design, build and configure applications to meet business process and application requirements.",2020-03-30T13:00,2021-03-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,,,,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,Backfill,Client Delivery & Operations,Any Location Globally,New York,New York,Products ,Yes,No,SAP ECC EH&S-8-Manila,"Lead the effort to design, build and configure applications, acting as the primary point of contact.",2020-03-01T08:00,2021-03-30T08:00,Open - In Process,8,8,Software Engineering                    ,Application Lead,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Advanced Technology Centers ,New,Client Delivery & Operations,Any Location Globally,Newcastle,Newcastle,Financial Services ,Yes,Yes,Full Stack Developer,"Design, build and configure applications to meet business process and application requirements.",2020-03-03T13:00,2021-02-08T13:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Agile/DevOps,Agile Development,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Philadelphia,Philadelphia,Resources ,Yes,No,SAP BusinessObjects Business Intelligence-8-Mumbai,Assist in defining requirements and designing applications to meet business process and application requirements.,2020-03-01T13:00,2021-02-02T13:00,Open - In Process,8,8,Software Engineering                    ,Application Designer,,,,,0,0
Accenture Technology , Advanced Technology Centers ,New,Client Delivery & Operations,Any Location Globally,Philadelphia,Philadelphia,Products ,Yes,Yes,Microsoft - Robotic Process Automation-8-Chennai,"Lead the effort to design, build and configure applications, acting as the primary point of contact.",2020-03-30T13:00,2021-06-29T13:00,Open - In Process,8,8,Software Engineering                    ,Application Lead,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Philadelphia,Philadelphia,"Communications, Media & Technology ",Yes,No,Java Enterprise Edition-8-Pune,"Design, build and configure applications to meet business process and application requirements.",2020-02-13T13:00,2020-12-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,Any Location Globally,Riyadh,Riyadh,Financial Services ,Yes,No,Storage & Backup - 8C,Storage & Backup,2020-02-16T00:00,2020-12-31T00:00,Open - In Process,8,8,Information Technology Operations       ,Infrastructure Monitoring Practitioner,Technology,Technology Specialization L2,Cloud,Cloud Infra Implementation,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,San Francisco,San Francisco,Health & Public Service ,Yes,No,Functional Test Planning-8-Chennai,"Lead the transformation of testing into a continuous and efficient end-to-end quality engineering function through the use of quality processes, tools, and methodologies significantly improving control, accuracy and integrity. Evolve more predictive and intelligent testing approaches based on automation and innovative testing products and solutions.",2019-10-27T13:00,2020-12-30T13:00,Open - In Process,8,8,Software Engineering                    ,Test Automation Lead,Technology,Technology Specialization L2,Testing,Digital Testing,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Seattle,Seattle,"Communications, Media & Technology ",Yes,No,Microsoft Azure IaaS-8-Manila,"Act as software detectives, provide a dynamic service identifying and solving issues within multiple components of critical business systems.",2020-03-14T08:00,2021-05-30T08:00,Open - In Process,8,8,Software Engineering                    ,Application Support Engineer,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Advanced Technology Centers ,New,Client Delivery & Operations,Any Location Globally,Mexico City,Mexico City,Financial Services ,Yes,No,Application Developer,"Design, build and configure applications to meet business process and application requirements.",2020-02-24T00:00,2020-03-09T00:00,Open - Confirming Candidate,8,8,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Agile/DevOps,DevOps,0,0
Accenture Technology , Accenture Products & Platforms,New,Client Delivery & Operations,Any Location Globally,St. Louis,New York,Products ,Yes,No,Cloud Operations Engineer,"Manage the cloud infrastructure environment through cross technology administration (OS, databases, virtual networks), execution of scripting and monitoring automations. Manage the environment incidents with a focus on service restoration. Act as operations support for all computer, network, storage, security, or automation incidents /requests.",2020-04-01T00:00,2025-03-31T00:00,Open - New,8,8,Cloud                                   ,Cloud Operations Engineer,Technology,Technology Specialization L2,AWS,Amazon Web Services,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Financial Services ,Yes,No,Pega Lead System Architect,100% Allocation - Must be certified Pega Lead System Architect and responsible for overall technical design and configuratio of the project. Will work with other Pega team members to configure client business requirements in Pega. Minimum of 10+ years experience in Pega,2020-02-10T00:00,2020-06-30T00:00,Open - Confirming Candidate,8,8,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,Pegasystems,Pega Platform,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,Infrastructure analyst,"Design, build and configure applications to meet business process and application requirements.",2020-02-17T00:00,2020-03-31T00:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Oracle,Oracle Database Administration,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,Cloud Design and Build-8-Bengaluru,"Act as software detectives, provide a dynamic service identifying and solving issues within multiple components of critical business systems.",2020-03-25T13:00,2021-03-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Support Engineer,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Financial Services ,Yes,No,Test Architect,TEST Architect,2020-06-30T00:00,2022-12-20T00:00,Open - Need Project Feedback,8,8,Software Engineering                    ,Test Architect,Technology,Technology Specialization L2,Testing,Test Automation,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Tokyo,Tokyo,Other ,Yes,,SAP FI S/4 HANA Accounting-8-Bengaluru,"Design, build and configure applications to meet business process and application requirements.",2020-03-03T13:00,2020-12-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Tokyo,Tokyo,Products ,Yes,,SAP BusinessObjects Data Services-8-Kolkata,"Design, build and configure applications to meet business process and application requirements.",2020-03-14T13:00,2021-05-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Developer,,,,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Toronto,Toronto,Products ,Yes,No,SAP Portal Architecture-8-Bengaluru,Assist in defining requirements and designing applications to meet business process and application requirements.,2020-01-28T13:00,2020-09-30T13:00,Open - In Process,8,8,Software Engineering                    ,Application Designer,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Toronto,Dallas,Financial Services ,Yes,No,Functional Test Planning-8-Gurugram,"Provide expertise in the planning, constructing and execution of test scripts. Apply business and functional knowledge including testing standards, guidelines, and testing methodology to meet the teams overall test objectives. Ensure all testing results are easily accessible and understandable. Track defects to closure and keep defect repository up-to-date.",2020-03-31T13:00,2021-03-30T13:00,Open - In Process,8,8,Software Engineering                    ,Tester,Technology,No Technology Category,No Technology Specialization,,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Stakeholder Manager,"	Work with impacted end users to prepare for new system
	Support strategic engagement teams manage stakeholders across a large and complex stakeholder landscape

Brisbane/Canberra/Melbourne

The ATO security process requires:
	5 years residence history 
	3 most recent years to be consecutively in Australia
	Overseas police checks for periods spent outside Australia longer than 3 months within last 5 years
	Authority to obtain working rights status if non-citizen",2020-05-04T00:00,2023-12-31T00:00,Open - New,9,6,"Program, Project & Service Mgmt         ",Program/Project Manager,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,Yes,Oracle Migration Consultant,"Strong functional experience in Oracle EBS Timesheeting and Labour Costing
Strong business engagement and implementation of Timesheeting and Labour Costing
Strong functional experience in Oracle EBS Absences Management solutioning.
Strong Functional Experience in Oracle EBS HR module",2020-02-17T00:00,2020-09-30T00:00,Open - New,9,6,Cloud                                   ,Cloud Migration &Implementation Delivery,Technology,Technology Specialization L2,Oracle,Oracle HCM Cloud,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Town,Melbourne,London,Resources ,Yes,No,Agility 2020 Coach - Melbourne,"As part of a global agile coaching initiative with a major Oil&Gas player, we are looking for a Lean Agile Coach with experience and success in supporting organisations to transition to agile. In particular, the candidate will be responsible for:
 Observing and understanding the client's organisation and their specific business and technical processes. The initiatives will mostly be in a non-IT domain.
 Facilitating Kaizen and VSM (Value Stream Mapping) workshops and offering expert guidance to ensure that improvements are successfully implemented and measured.
 Providing ad hoc 121 coaching sessions across different levels of the organisation (Team and Exec) and provide recommendations for a way-forward.
 Mapping value streams and helping determine issues, wastes, bottlenecks and overloaded stages.
 Coaching, mentoring and training teams on visualisation techniques and methods (Huddle boards, Kanban Boards, Whiteboarding etc.).",2020-03-01T00:00,2020-12-30T00:00,Open - Need Project Feedback,9,6,Business & Technology Integration       ,Technology Advisory Practitioner (TC),Technology,Technology Specialization L2,Agile/DevOps,Agile Development,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Minneapolis,Minneapolis,Products ,Yes,No,Oracle Applications Development-8-Bengaluru,"Critical client-facing role that interprets and translates client requirements into a technology solution that can be configured from a standard set of offerings. Drives the sign off on the technology solution and acts as an interface with the delivery organization to ensure effective transition, shape services and determine appropriate service delivery locations and related costs. Acts as a key member of the sales team to represent the technology solution offering to the client/internal groups.",2020-01-30T13:00,2021-01-31T13:00,Open - In Process,9,6,Solution Architecture                   ,Technology Solution Planner,Technology,Technology Specialization L2,Oracle,Oracle Cloud SCM,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Products ,Yes,No,MQE WS Lead - AU,"Plan and lead the implementation of all activities for a specific business function to improve performance for the business function end to end. Ensure alignment with business requirements including process analysis, design/re-design and/or organization structure definition.",2020-02-10T00:00,2020-03-06T00:00,Open - In Process,9,6,Management Consulting                   ,Business Function Implementation Lead,Technology,Technology Specialization L2,SAP,SAP Technical Architecture,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Products ,Yes,No,MQE WS Lead - NZ,"Plan and lead the implementation of all activities for a specific business function to improve performance for the business function end to end. Ensure alignment with business requirements including process analysis, design/re-design and/or organization structure definition.",2020-02-10T00:00,2020-03-06T00:00,Open - New,9,6,Management Consulting                   ,Business Function Implementation Lead,Technology,Technology Specialization L2,SAP,SAP Technical Architecture,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Integration EAI /API Developer,"Create a high-level design of an end-to-end integration solution. Define the flow of data between the applications that must be integrated, mapping business process activities to the applications that support them, and drafting a data object. Unit testing the changes and supporting the integration testing. 

Brisbane/Canberra/Melbourne

The ATO security process requires:
	5 years residence history 
	3 most recent years to be consecutively in Australia
	Overseas police checks for periods spent outside Australia longer than 3 months within last 5 years
	Authority to obtain working rights status if non-citizen",2023-02-01T00:00,2024-01-31T00:00,Open - New,9,7,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,Architecture,Custom & Integration Architectures,0,0
