"Career Track","Talent Segment","Role Family","Role","Tech Specialty","Org Unit Level 1","Exp Hire Flag","Length-of-Service","Gender","Age of Employee","Strength 1","Strength 2","Strength 3","Strength 4","Strength 5","Strength 6","Strength 7","Strength 8","Strength 9","Strength 10","Strength 11","Strength 12","Strength 13","Strength 14","Strength 15","Strength 16","Strength 17","Strength 18","Strength 19","Strength 20","Strength 21","Strength 22","Strength 23","Strength 24","Strength 25","Strength 26","Strength 27","Strength 28","Strength 29","Strength 30","Strength 31","Strength 32","Strength 33","Strength 34"
"Corporate Function","Finance","Corporate Development Transaction Svcs","CDTS Analyst","No Function Specialty","Corporate Functions","No",13,"Male",27,"harmony","strategic","focus","responsibility","discipline","deliberative","positivity","ideation","futuristic","maximiser","adaptability","consistency","command","competition","context","relator","arranger","developer","achiever","restorative","significance","woo","connectedness","analytical","communication","intellection","empathy","activator","individualisation","includer","self-assurance","learner","input","belief"
"Corporate Function","Finance","Corporate Development Transaction Svcs","CDTS Analyst","No Function Specialty","Corporate Functions","No",13,"Male",25,"intellection","individualisation","connectedness","focus","harmony","strategic","arranger","adaptability","competition","maximiser","includer","consistency","self-assurance","belief","command","responsibility","context","input","woo","deliberative","significance","activator","relator","communication","empathy","restorative","developer","ideation","learner","discipline","analytical","futuristic","positivity","achiever"
"Corporate Function","Finance","Corporate Development Transaction Svcs","CDTS Analyst","No Function Specialty","Corporate Functions","No",13,"Female",24,"discipline","analytical","focus","input","context","communication","belief","empathy","individualisation","ideation","harmony","positivity","learner","strategic","command","achiever","developer","intellection","maximiser","connectedness","competition","consistency","relator","responsibility","adaptability","significance","activator","woo","includer","deliberative","restorative","self-assurance","futuristic","arranger"
"Client & Market","Business Process Delivery","Business Process Delivery","Bus Process Delivery Analyst","No Function Specialty","Accenture Operations","No",13,"Female",32,"positivity","activator","strategic","command","restorative","consistency","focus","achiever","deliberative","arranger","intellection","woo","competition","belief","relator","adaptability","includer","empathy","self-assurance","input","connectedness","discipline","significance","learner","analytical","futuristic","individualisation","ideation","harmony","maximiser","context","communication","developer","responsibility"
"Client Delivery & Operations","Business & Technology Integration","Business & Technology Delivery","Bus & Technology Delivery Analyst","No Function Specialty","Health & Public Service","No",13,"Female",32,"context","empathy","achiever","responsibility","competition","command","restorative","futuristic","harmony","woo","self-assurance","communication","discipline","focus","input","includer","significance","belief","positivity","individualisation","ideation","consistency","arranger","connectedness","deliberative","maximiser","intellection","developer","analytical","relator","learner","strategic","adaptability","activator"
"Client Delivery & Operations","Business & Technology Integration","Business & Integration Architecture","Business&Integration Arch Assoc Manager","Pega Business Process Manageme","Accenture Technology","Yes",13,"Male",30,"adaptability","consistency","ideation","maximiser","relator","activator","achiever","competition","context","analytical","responsibility","restorative","positivity","intellection","input","significance","communication","includer","individualisation","self-assurance","harmony","discipline","developer","strategic","arranger","learner","empathy","connectedness","belief","focus","futuristic","woo","deliberative","command"
"Client Delivery & Operations","Business & Technology Integration","Business & Integration Architecture","Business&Integration Arch Specialist","Salesforce","Accenture Technology","Yes",13,"Female",34,"connectedness","consistency","learner","focus","achiever","belief","significance","analytical","deliberative","individualisation","woo","developer","positivity","ideation","discipline","command","competition","relator","activator","communication","includer","maximiser","responsibility","intellection","self-assurance","harmony","strategic","arranger","restorative","adaptability","futuristic","empathy","context","input"
"Client Delivery & Operations","Business & Technology Integration","Business & Integration Architecture","Business&Integration Arch Sr Analyst","Pega Business Process Manageme","Accenture Technology","Yes",13,"Female",34,"intellection","arranger","connectedness","belief","positivity","activator","self-assurance","communication","futuristic","empathy","harmony","focus","significance","command","analytical","developer","competition","restorative","learner","woo","discipline","deliberative","ideation","relator","context","includer","achiever","adaptability","consistency","strategic","input","maximiser","responsibility","individualisation"
"Client Delivery & Operations","Software Engineering","Application Support","Application Support Analyst","Operations Architectures","Accenture Technology","No",13,"Male",24,"intellection","achiever","discipline","harmony","consistency","context","activator","woo","restorative","command","maximiser","relator","arranger","learner","connectedness","adaptability","includer","responsibility","deliberative","positivity","strategic","belief","ideation","input","analytical","developer","significance","self-assurance","empathy","futuristic","focus","individualisation","competition","communication"
"Client Delivery & Operations","Software Engineering","Application Development","Application Development Analyst","No Function Specialty","Accenture Technology","No",13,"Female",30,"competition","ideation","learner","includer","significance","relator","harmony","responsibility","self-assurance","strategic","individualisation","adaptability","communication","achiever","consistency","futuristic","activator","arranger","command","maximiser","focus","input","empathy","discipline","deliberative","analytical","belief","connectedness","intellection","developer","restorative","woo","positivity","context"
"Client Delivery & Operations","Software Engineering","Application Development","Application Development Assoc Manager","Build/Develop Solution","Health & Public Service","Yes",13,"Male",38,"developer","ideation","achiever","command","adaptability","relator","belief","intellection","deliberative","individualisation","learner","arranger","harmony","analytical","maximiser","input","futuristic","positivity","empathy","strategic","competition","includer","self-assurance","discipline","significance","connectedness","focus","communication","woo","activator","responsibility","context","restorative","consistency"
"Client Delivery & Operations","Software Engineering","Application Development","Application Development Manager","Java Technology Platform","Accenture Technology","Yes",13,"Male",33,"belief","developer","achiever","strategic","deliberative","input","connectedness","futuristic","competition","self-assurance","consistency","learner","communication","includer","harmony","command","activator","arranger","individualisation","maximiser","positivity","woo","discipline","analytical","adaptability","focus","relator","significance","responsibility","context","empathy","restorative","intellection","ideation"
"Client & Market","Management Consulting","Management Consulting","Management Consultant","Change Management","Communications, Media & Technology","Yes",14,"Female",32,"activator","ideation","consistency","self-assurance","achiever","developer","responsibility","analytical","woo","restorative","intellection","harmony","context","communication","individualisation","learner","command","empathy","discipline","deliberative","strategic","maximiser","input","adaptability","positivity","arranger","futuristic","connectedness","relator","includer","belief","focus","competition","significance"
"Corporate Function","Human Resources","HR Service Delivery","HR Career Advisor Assoc Manager","No Function Specialty","Corporate Functions","Yes",22,"Male",31,"activator","relator","empathy","command","connectedness","positivity","strategic","individualisation","arranger","developer","significance","consistency","woo","analytical","harmony","communication","input","context","focus","responsibility","intellection","discipline","futuristic","competition","adaptability","ideation","maximiser","belief","restorative","includer","learner","self-assurance","achiever","deliberative"
"Innovation & Thought Leadership","Strategy","Strategy Innovation","Strategy Senior Principal","No Function Specialty","Accenture Strategy","Yes",16,"Female",36,"woo","competition","connectedness","intellection","positivity","activator","communication","consistency","belief","adaptability","discipline","futuristic","harmony","relator","focus","maximiser","strategic","command","achiever","input","deliberative","responsibility","restorative","developer","individualisation","significance","empathy","learner","includer","self-assurance","ideation","context","arranger","analytical"
"Innovation & Thought Leadership","Strategy","Strategy Innovation","Strategy Senior Principal","No Function Specialty","Accenture Strategy","Yes",16,"Male",62,"ideation","input","analytical","competition","communication","empathy","connectedness","significance","consistency","harmony","woo","restorative","adaptability","command","maximiser","individualisation","belief","discipline","self-assurance","positivity","focus","strategic","achiever","relator","includer","arranger","developer","intellection","futuristic","responsibility","deliberative","learner","activator","context"
"Innovation & Thought Leadership","Strategy","Strategy Innovation","Strategy Principal Director","No Function Specialty","Accenture Strategy","Yes",29,"Female",41,"futuristic","restorative","individualisation","belief","ideation","focus","communication","self-assurance","activator","learner","developer","includer","adaptability","intellection","strategic","deliberative","maximiser","connectedness","significance","relator","woo","context","competition","consistency","analytical","input","harmony","discipline","achiever","command","positivity","empathy","arranger","responsibility"
"Sales","Sales","Sales Capture","Sales Capture Executive","No Function Specialty","Financial Services","Yes",16,"Male",56,"harmony","learner","discipline","deliberative","activator","developer","responsibility","input","competition","adaptability","strategic","intellection","connectedness","arranger","achiever","empathy","restorative","communication","maximiser","analytical","positivity","includer","belief","individualisation","focus","futuristic","significance","ideation","self-assurance","woo","context","consistency","relator","command"
"Corporate Function","Program, Project & Service Mgmt","Program and Operations","Strategic Program&Ops Manager","No Function Specialty","Accenture Strategy","No",101,"Male",40,"command","developer","maximiser","activator","context","competition","intellection","strategic","analytical","self-assurance","ideation","includer","focus","learner","deliberative","positivity","woo","futuristic","individualisation","discipline","responsibility","achiever","harmony","connectedness","input","arranger","consistency","communication","empathy","significance","relator","belief","restorative","adaptability"
"Corporate Function","Program, Project & Service Mgmt","Program and Operations","Strategic Program&Ops Manager","No Function Specialty","Accenture Strategy","Yes",119,"Female",31,"responsibility","context","communication","discipline","strategic","input","restorative","woo","positivity","learner","arranger","consistency","adaptability","futuristic","focus","activator","ideation","belief","developer","self-assurance","maximiser","achiever","relator","deliberative","includer","harmony","individualisation","connectedness","competition","intellection","empathy","command","significance","analytical"
"Corporate Function","Human Resources","HR Ventures and Acquisition","HR Ventures & Acquisition Manager","HR Service Delivery","Corporate Functions","Yes",16,"Female",41,"adaptability","significance","focus","achiever","futuristic","includer","analytical","context","individualisation","responsibility","input","self-assurance","deliberative","command","belief","discipline","restorative","communication","empathy","strategic","harmony","intellection","ideation","arranger","developer","woo","connectedness","positivity","relator","competition","learner","consistency","maximiser","activator"
"Client & Market","Strategy","Functional Strategy","Functional Strategy Consultant","No Function Specialty","Accenture Strategy","No",16,"Female",32,"woo","deliberative","maximiser","analytical","harmony","activator","command","restorative","focus","developer","positivity","adaptability","arranger","significance","futuristic","includer","individualisation","communication","belief","connectedness","competition","learner","consistency","discipline","intellection","strategic","responsibility","relator","context","empathy","input","achiever","self-assurance","ideation"
"Client & Market","Strategy","Functional Strategy","Functional Strategy Manager","No Function Specialty","Accenture Strategy","Yes",22,"Female",30,"developer","activator","consistency","includer","communication","connectedness","arranger","learner","belief","futuristic","command","individualisation","relator","woo","strategic","competition","maximiser","deliberative","context","responsibility","self-assurance","adaptability","harmony","analytical","achiever","restorative","focus","input","discipline","positivity","intellection","significance","empathy","ideation"
"Client & Market","Strategy","Functional Strategy","Functional Strategy Manager","No Function Specialty","Accenture Strategy","Yes",24,"Male",33,"positivity","self-assurance","context","restorative","adaptability","developer","belief","ideation","activator","deliberative","consistency","communication","focus","includer","command","arranger","intellection","connectedness","individualisation","harmony","futuristic","empathy","responsibility","achiever","significance","discipline","competition","relator","analytical","input","maximiser","woo","strategic","learner"
"Client & Market","Strategy","Functional Strategy","Functional Strategy Manager","No Function Specialty","Accenture Strategy","Yes",42,"Male",41,"empathy","competition","woo","self-assurance","restorative","achiever","significance","harmony","context","positivity","input","developer","activator","individualisation","strategic","consistency","relator","deliberative","arranger","command","connectedness","futuristic","includer","adaptability","discipline","ideation","responsibility","intellection","learner","belief","communication","maximiser","focus","analytical"
"Client & Market","Strategy","Functional Strategy","Functional Strategy Consultant","No Function Specialty","Accenture Strategy","Yes",42,"Male",39,"harmony","input","competition","self-assurance","arranger","developer","communication","learner","maximiser","restorative","individualisation","belief","consistency","empathy","achiever","woo","includer","intellection","relator","discipline","responsibility","command","deliberative","analytical","activator","ideation","adaptability","focus","connectedness","strategic","context","significance","positivity","futuristic"
"Client & Market","Strategy","Functional Strategy","Functional Strategy Consultant","No Function Specialty","Accenture Strategy","Yes",46,"Male",30,"belief","context","empathy","developer","intellection","relator","competition","futuristic","includer","analytical","individualisation","deliberative","responsibility","activator","significance","consistency","woo","arranger","strategic","restorative","input","harmony","adaptability","self-assurance","connectedness","command","learner","achiever","focus","discipline","maximiser","positivity","ideation","communication"
"Client & Market","Strategy","Functional Strategy","Functional Strategy Consultant","No Function Specialty","Accenture Strategy","Yes",46,"Male",25,"discipline","command","strategic","consistency","competition","woo","adaptability","activator","intellection","learner","ideation","belief","connectedness","restorative","context","responsibility","focus","deliberative","achiever","communication","includer","developer","relator","arranger","significance","positivity","input","individualisation","maximiser","harmony","self-assurance","empathy","futuristic","analytical"
"Client & Market","Strategy","Functional Strategy","Functional Strategy Manager","No Function Specialty","Accenture Strategy","Yes",66,"Female",30,"developer","focus","significance","achiever","strategic","activator","arranger","command","woo","positivity","individualisation","includer","restorative","adaptability","empathy","responsibility","intellection","context","harmony","ideation","discipline","connectedness","self-assurance","relator","communication","belief","competition","maximiser","input","futuristic","learner","analytical","consistency","deliberative"
"Corporate Function","Workplace Management & Solutions","Executive Support Services","Executive Support Analyst","No Function Specialty","Corporate Functions","No",101,"Female",44,"empathy","futuristic","command","consistency","activator","maximiser","learner","significance","positivity","analytical","includer","woo","harmony","context","input","adaptability","restorative","competition","achiever","self-assurance","connectedness","discipline","deliberative","strategic","responsibility","intellection","focus","ideation","relator","belief","arranger","developer","communication","individualisation"
"Client & Market","Strategy","Business Strategy","Business Strategy Manager","No Function Specialty","Accenture Strategy","Yes",37,"Female",29,"restorative","developer","relator","arranger","includer","futuristic","focus","deliberative","command","individualisation","context","analytical","belief","maximiser","consistency","achiever","ideation","communication","significance","responsibility","self-assurance","input","strategic","discipline","competition","learner","harmony","intellection","woo","empathy","connectedness","adaptability","positivity","activator"
"Client & Market","Strategy","Business Strategy","Business Strategy Manager","No Function Specialty","Accenture Strategy","Yes",121,"Female",33,"input","maximiser","learner","consistency","command","strategic","activator","ideation","adaptability","context","developer","belief","woo","harmony","includer","intellection","futuristic","deliberative","competition","individualisation","responsibility","significance","focus","arranger","connectedness","empathy","positivity","achiever","self-assurance","analytical","discipline","relator","restorative","communication"
"Client Delivery & Operations","Design","Business Design","Business Design Manager","Fjord Design & Innovation","Accenture Digital","Yes",16,"Female",32,"communication","self-assurance","input","consistency","developer","connectedness","futuristic","learner","focus","harmony","ideation","deliberative","adaptability","strategic","achiever","arranger","relator","restorative","competition","maximiser","significance","individualisation","context","belief","empathy","analytical","includer","command","responsibility","discipline","activator","woo","intellection","positivity"
"Client & Market","Management Consulting","Management Consulting","Senior Management Consulting Executive","Program Project Mgmt","Resources","Yes",17,"Male",54,"activator","responsibility","relator","belief","strategic","ideation","command","input","significance","learner","maximiser","focus","competition","intellection","connectedness","woo","self-assurance","adaptability","developer","includer","achiever","consistency","arranger","restorative","empathy","discipline","futuristic","individualisation","communication","positivity","analytical","harmony","context","deliberative"
"Client & Market","Strategy","Technology Strategy","Technology Strategy Consultant","Business Strategy","Accenture Strategy","Yes",18,"Male",35,"relator","woo","empathy","intellection","focus","maximiser","command","communication","arranger","includer","adaptability","developer","positivity","individualisation","connectedness","responsibility","consistency","learner","competition","futuristic","significance","strategic","restorative","deliberative","ideation","analytical","belief","context","self-assurance","input","activator","achiever","discipline","harmony"
"Client Delivery & Operations","Business & Technology Integration","Technology Delivery Lead","Technology Delivery Lead Senior Manager","Workday HCM","Accenture Technology","Yes",18,"Male",51,"competition","achiever","self-assurance","harmony","includer","empathy","discipline","learner","individualisation","focus","deliberative","ideation","belief","positivity","restorative","significance","communication","arranger","relator","maximiser","analytical","activator","context","command","developer","responsibility","strategic","futuristic","consistency","adaptability","intellection","woo","input","connectedness"
"Client Delivery & Operations","Business & Technology Integration","Technology Delivery Lead","Technology Delivery Lead Senior Manager","Salesforce","Accenture Technology","Yes",18,"Male",56,"adaptability","consistency","restorative","input","belief","woo","context","learner","analytical","ideation","arranger","developer","responsibility","includer","harmony","relator","focus","connectedness","deliberative","activator","intellection","empathy","strategic","command","communication","self-assurance","discipline","maximiser","futuristic","competition","achiever","positivity","individualisation","significance"
"Client Delivery & Operations","Security","Security","Security Manager","Cyber Security Strat & Transf","Accenture Security","No",18,"Male",35,"harmony","developer","deliberative","strategic","self-assurance","consistency","input","learner","responsibility","individualisation","woo","adaptability","ideation","positivity","arranger","empathy","significance","focus","communication","maximiser","belief","relator","discipline","restorative","activator","connectedness","command","competition","context","intellection","includer","analytical","achiever","futuristic"
"Client Delivery & Operations","Security","Security","Security Specialist","Identity and Access Management","Accenture Security","Yes",18,"Male",27,"relator","belief","activator","discipline","arranger","strategic","woo","learner","connectedness","achiever","maximiser","ideation","developer","responsibility","empathy","competition","harmony","analytical","significance","deliberative","context","command","focus","futuristic","consistency","intellection","self-assurance","individualisation","adaptability","input","communication","includer","positivity","restorative"
"Client Delivery & Operations","Security","Security","Security Specialist","Identity and Access Management","Accenture Security","Yes",18,"Male",27,"futuristic","competition","input","command","discipline","strategic","includer","positivity","developer","achiever","empathy","woo","communication","consistency","responsibility","restorative","arranger","activator","harmony","learner","maximiser","deliberative","belief","significance","focus","individualisation","self-assurance","intellection","ideation","relator","adaptability","context","connectedness","analytical"
"Client Delivery & Operations","Security","Security","Security Specialist","Identity and Access Management","Accenture Security","Yes",18,"Male",29,"context","maximiser","intellection","responsibility","ideation","achiever","strategic","restorative","significance","connectedness","harmony","belief","input","learner","consistency","communication","competition","futuristic","developer","focus","relator","empathy","positivity","woo","discipline","analytical","arranger","self-assurance","adaptability","individualisation","includer","activator","command","deliberative"
"Client Delivery & Operations","Business & Technology Integration","Functional Data Integration","Functional Data Integration Sr Analyst","Workday HCM","Accenture Technology","Yes",18,"Male",35,"intellection","adaptability","harmony","relator","input","analytical","context","self-assurance","activator","consistency","individualisation","communication","empathy","maximiser","belief","focus","achiever","developer","woo","positivity","restorative","deliberative","connectedness","futuristic","ideation","discipline","strategic","learner","arranger","competition","includer","responsibility","command","significance"
"Client Delivery & Operations","Business & Technology Integration","Business & Integration Architecture","Business&Integration Arch Assoc Manager","Workday HCM","Accenture Technology","Yes",18,"Female",50,"discipline","arranger","adaptability","intellection","analytical","responsibility","harmony","positivity","context","learner","communication","significance","input","strategic","includer","relator","restorative","individualisation","woo","consistency","focus","ideation","activator","developer","connectedness","deliberative","command","belief","achiever","self-assurance","empathy","maximiser","competition","futuristic"
"Corporate Function","Human Resources","Talent Supply Demand","Talent Fulfillment Associate","No Function Specialty","Corporate Functions","No",19,"Female",36,"belief","individualisation","positivity","command","significance","input","relator","woo","context","maximiser","communication","responsibility","strategic","arranger","restorative","achiever","connectedness","activator","deliberative","developer","consistency","self-assurance","analytical","focus","empathy","learner","includer","ideation","harmony","intellection","competition","discipline","adaptability","futuristic"
"Innovation & Thought Leadership","Security","Security Innovation","Security Principal","No Function Specialty","Accenture Security","Yes",90,"Male",34,"arranger","discipline","consistency","learner","deliberative","achiever","significance","relator","focus","communication","belief","woo","self-assurance","positivity","competition","strategic","futuristic","context","command","responsibility","developer","connectedness","individualisation","adaptability","harmony","input","maximiser","analytical","intellection","ideation","restorative","includer","activator","empathy"
"Innovation & Thought Leadership","Security","Security Innovation","Security Principal","Security Risk & Compliance Man","Accenture Security","Yes",137,"Male",39,"arranger","individualisation","consistency","empathy","deliberative","achiever","includer","learner","strategic","woo","belief","input","maximiser","significance","command","positivity","analytical","ideation","communication","harmony","activator","self-assurance","context","developer","futuristic","relator","discipline","responsibility","competition","restorative","focus","adaptability","connectedness","intellection"
"Innovation & Thought Leadership","Security","Security Innovation","Security Principal","Enterprise Security Architectu","Accenture Security","Yes",144,"Male",38,"self-assurance","developer","competition","context","significance","relator","woo","belief","activator","responsibility","intellection","deliberative","empathy","learner","includer","harmony","connectedness","maximiser","futuristic","consistency","achiever","positivity","individualisation","communication","discipline","input","analytical","restorative","arranger","command","focus","ideation","adaptability","strategic"
"Client & Market","Security","Security Consulting","Security Consulting Manager","No Function Specialty","Accenture Security","Yes",61,"Male",36,"maximiser","individualisation","ideation","developer","input","communication","includer","learner","self-assurance","analytical","adaptability","competition","deliberative","woo","arranger","context","achiever","restorative","connectedness","significance","responsibility","activator","consistency","harmony","belief","command","futuristic","intellection","discipline","strategic","focus","positivity","empathy","relator"
"Client & Market","Security","Security Consulting","Security Consulting Senior Manager","No Function Specialty","Accenture Security","Yes",94,"Female",38,"focus","learner","discipline","maximiser","context","intellection","analytical","significance","positivity","ideation","input","achiever","communication","competition","developer","woo","restorative","self-assurance","responsibility","individualisation","includer","deliberative","consistency","strategic","command","futuristic","activator","adaptability","relator","empathy","connectedness","arranger","harmony","belief"
"Client & Market","Security","Security Consulting","Security Consulting Senior Manager","No Function Specialty","Accenture Security","Yes",172,"Female",52,"significance","restorative","harmony","strategic","focus","context","adaptability","intellection","arranger","competition","maximiser","belief","deliberative","responsibility","woo","activator","consistency","ideation","futuristic","positivity","empathy","self-assurance","command","achiever","individualisation","analytical","includer","connectedness","relator","discipline","input","communication","developer","learner"
"Client Delivery & Operations","Security","Security","Security Specialist","No Function Specialty","Accenture Security","Yes",19,"Male",42,"ideation","developer","strategic","achiever","belief","communication","adaptability","empathy","maximiser","positivity","competition","deliberative","consistency","input","futuristic","focus","analytical","individualisation","relator","activator","intellection","arranger","harmony","woo","includer","discipline","learner","command","restorative","responsibility","connectedness","significance","self-assurance","context"
"Client Delivery & Operations","Security","Security","Security Specialist","No Function Specialty","Accenture Security","Yes",19,"Male",53,"responsibility","woo","competition","futuristic","input","communication","command","ideation","achiever","includer","significance","relator","self-assurance","connectedness","arranger","activator","developer","learner","consistency","intellection","restorative","belief","analytical","individualisation","adaptability","context","maximiser","discipline","focus","positivity","empathy","harmony","strategic","deliberative"
"Client Delivery & Operations","Security","Security","Security Associate Manager","No Function Specialty","Accenture Security","Yes",19,"Female",32,"learner","responsibility","consistency","strategic","empathy","input","significance","self-assurance","focus","command","context","developer","adaptability","individualisation","includer","intellection","woo","positivity","arranger","analytical","restorative","harmony","ideation","competition","belief","relator","achiever","connectedness","futuristic","discipline","deliberative","maximiser","communication","activator"
"Client Delivery & Operations","Security","Security","Security Specialist","Threat & Vulnerability Mgmt","Accenture Security","Yes",19,"Male",39,"restorative","responsibility","arranger","adaptability","activator","input","relator","deliberative","achiever","positivity","consistency","communication","woo","discipline","developer","futuristic","includer","competition","command","maximiser","self-assurance","connectedness","individualisation","significance","context","ideation","learner","analytical","intellection","belief","harmony","strategic","focus","empathy"
"Client Delivery & Operations","Security","Security","Security Manager","Security Risk & Compliance Man","Accenture Security","Yes",22,"Female",46,"intellection","restorative","achiever","connectedness","belief","responsibility","positivity","input","arranger","developer","consistency","individualisation","adaptability","learner","relator","focus","includer","futuristic","communication","competition","ideation","woo","self-assurance","activator","harmony","significance","strategic","empathy","analytical","maximiser","context","command","discipline","deliberative"
"Client Delivery & Operations","Security","Security","Security Manager","No Function Specialty","Accenture Security","Yes",27,"Male",33,"focus","intellection","developer","responsibility","significance","strategic","self-assurance","positivity","individualisation","ideation","woo","competition","adaptability","maximiser","arranger","futuristic","relator","empathy","command","activator","belief","connectedness","deliberative","achiever","consistency","communication","learner","harmony","input","restorative","discipline","analytical","context","includer"
"Client Delivery & Operations","Security","Security","Security Manager","No Function Specialty","Accenture Security","Yes",33,"Female",34,"ideation","discipline","relator","consistency","restorative","focus","woo","empathy","achiever","futuristic","competition","analytical","harmony","intellection","context","strategic","developer","learner","positivity","significance","connectedness","arranger","deliberative","belief","self-assurance","responsibility","maximiser","adaptability","individualisation","command","communication","input","activator","includer"
"Client Delivery & Operations","Security","Security","Security Associate Manager","No Function Specialty","Accenture Security","Yes",36,"Male",51,"achiever","harmony","includer","connectedness","analytical","strategic","self-assurance","relator","adaptability","restorative","individualisation","context","ideation","futuristic","woo","positivity","empathy","activator","learner","developer","maximiser","discipline","competition","focus","consistency","belief","communication","deliberative","intellection","arranger","responsibility","command","significance","input"
"Client Delivery & Operations","Security","Security","Security Manager","Identity and Access Management","Accenture Security","Yes",36,"Male",34,"analytical","harmony","empathy","significance","learner","consistency","includer","individualisation","competition","input","focus","connectedness","activator","restorative","self-assurance","woo","positivity","adaptability","belief","deliberative","arranger","communication","command","ideation","context","responsibility","futuristic","discipline","relator","achiever","intellection","strategic","maximiser","developer"
"Client Delivery & Operations","Security","Security","Security Manager","No Function Specialty","Accenture Security","Yes",37,"Male",30,"command","learner","connectedness","maximiser","empathy","positivity","includer","responsibility","relator","self-assurance","competition","arranger","restorative","activator","consistency","discipline","communication","significance","achiever","focus","intellection","woo","deliberative","harmony","belief","developer","input","context","adaptability","futuristic","ideation","strategic","individualisation","analytical"
"Client Delivery & Operations","Security","Security","Security Manager","Identity and Access Management","Accenture Security","Yes",41,"Male",30,"empathy","self-assurance","analytical","responsibility","adaptability","activator","developer","connectedness","context","communication","harmony","intellection","focus","command","learner","significance","maximiser","belief","achiever","woo","discipline","input","ideation","futuristic","consistency","individualisation","includer","positivity","competition","relator","strategic","deliberative","arranger","restorative"
"Client Delivery & Operations","Security","Security","Security Associate Manager","Identity and Access Management","Accenture Security","Yes",60,"Male",33,"intellection","arranger","consistency","achiever","analytical","input","strategic","individualisation","futuristic","connectedness","relator","significance","adaptability","discipline","developer","command","communication","positivity","empathy","competition","focus","maximiser","deliberative","context","belief","restorative","woo","ideation","self-assurance","harmony","includer","activator","responsibility","learner"
"Client Delivery & Operations","Security","Security","Security Associate Manager","Identity and Access Management","Accenture Security","Yes",68,"Female",32,"focus","relator","ideation","positivity","strategic","context","competition","developer","arranger","activator","connectedness","futuristic","belief","woo","maximiser","individualisation","harmony","includer","achiever","significance","empathy","consistency","discipline","input","self-assurance","deliberative","intellection","command","restorative","responsibility","communication","learner","analytical","adaptability"
"Client Delivery & Operations","Security","Security","Security Associate Manager","No Function Specialty","Accenture Security","Yes",92,"Male",32,"competition","context","strategic","input","woo","positivity","command","relator","ideation","focus","activator","achiever","communication","self-assurance","responsibility","includer","futuristic","individualisation","arranger","consistency","discipline","empathy","significance","belief","connectedness","analytical","deliberative","learner","adaptability","restorative","intellection","harmony","maximiser","developer"
"Client Delivery & Operations","Security","Security","Security Associate Manager","No Function Specialty","Accenture Security","Yes",117,"Male",47,"learner","achiever","belief","intellection","woo","ideation","relator","consistency","adaptability","significance","harmony","focus","arranger","input","futuristic","empathy","context","maximiser","restorative","communication","deliberative","developer","command","connectedness","competition","strategic","analytical","responsibility","individualisation","includer","self-assurance","activator","positivity","discipline"
"Client Delivery & Operations","Security","Security","Security Associate Manager","No Function Specialty","Accenture Security","Yes",139,"Male",54,"adaptability","belief","connectedness","focus","harmony","includer","woo","arranger","empathy","futuristic","positivity","responsibility","analytical","significance","relator","self-assurance","context","input","intellection","consistency","command","activator","restorative","ideation","communication","deliberative","individualisation","learner","discipline","achiever","strategic","developer","competition","maximiser"
"Client Delivery & Operations","Security","Security","Security Manager","No Function Specialty","Accenture Security","Yes",142,"Female",44,"relator","deliberative","significance","responsibility","maximiser","communication","positivity","command","ideation","belief","analytical","strategic","adaptability","connectedness","consistency","woo","intellection","competition","restorative","developer","focus","context","harmony","empathy","learner","arranger","self-assurance","activator","discipline","input","individualisation","includer","futuristic","achiever"
"Client Delivery & Operations","Security","Security","Security Specialist","No Function Specialty","Accenture Security","Yes",145,"Male",42,"developer","futuristic","relator","context","empathy","adaptability","woo","intellection","includer","achiever","learner","strategic","activator","discipline","input","ideation","communication","connectedness","competition","belief","significance","command","arranger","maximiser","positivity","consistency","restorative","self-assurance","harmony","responsibility","analytical","deliberative","focus","individualisation"
"Client Delivery & Operations","Security","Security","Security Manager","No Function Specialty","Accenture Security","Yes",225,"Male",42,"individualisation","competition","restorative","relator","deliberative","achiever","maximiser","responsibility","analytical","self-assurance","belief","learner","significance","connectedness","developer","harmony","discipline","command","communication","arranger","strategic","empathy","activator","consistency","intellection","input","context","adaptability","focus","includer","woo","ideation","futuristic","positivity"
"Client Delivery & Operations","Security","Security","Security Manager","No Function Specialty","Accenture Security","Yes",260,"Female",41,"competition","consistency","adaptability","woo","strategic","empathy","belief","individualisation","focus","self-assurance","learner","activator","developer","input","harmony","context","restorative","intellection","futuristic","communication","positivity","arranger","ideation","includer","relator","responsibility","achiever","connectedness","maximiser","analytical","command","significance","discipline","deliberative"
"Sales","Sales","Deal Execution & Innovation","Deal Execution & Innovation Specialist","No Function Specialty","Accenture Security","Yes",22,"Female",43,"includer","context","connectedness","achiever","deliberative","command","strategic","developer","input","learner","discipline","significance","focus","communication","empathy","belief","positivity","woo","analytical","harmony","self-assurance","responsibility","maximiser","activator","intellection","arranger","futuristic","adaptability","consistency","relator","individualisation","competition","restorative","ideation"
"Sales","Sales","Deal Execution","Deal Execution Senior Manager","No Function Specialty","Accenture Security","Yes",150,"Male",42,"context","strategic","positivity","relator","command","harmony","communication","adaptability","includer","intellection","learner","connectedness","maximiser","empathy","responsibility","woo","activator","individualisation","developer","restorative","deliberative","self-assurance","futuristic","input","discipline","competition","arranger","consistency","significance","analytical","ideation","belief","achiever","focus"
